row_id,campaign_name,Platform,hotel,Date,impressions,Clicks,spend_idr,conversions,bookings_generated,Revenue_Generated_IDR,ad_creative_id,target_audience
435,Eid Holiday Package,TikTok Ads,Alaya Ubud,2024-02-22,11300,564,22574593.0,54,42,239151696,CRE041,Broad
436,EID HOLIDAY PACKAGE,Google Ads,Komaneka Bisma,2024-02-28,76016,919,6913473.0,48,35,106487115,CRE032,Broad
437,Valentine Weekend,Email Campaign,Komaneka Bisma,2024-03-07,10769,819,10718127.0,36,29,167966521,CRE017,Retargeting
438,Eid Holiday Package,Organic,Komaneka Bisma,2024-01-04,29049,1570,5641609.0,36,13,28903433,CRE043,Lookalike
439, Loyalty Member Deal,Meta Ads,Bisma Eight,2024-02-13,41243,3078,22949846.0,324,110,411217620,,Broad
440, Summer Escape 2024,Google Ads,Komaneka Bisma,2024-03-25,57393,1201,22659164.0,130,89,305308270,CRE007,Broad
441,Flash Sale 48H,Meta Ads,The Layar Seminyak,2024-02-23,7063,468,2926656.0,25,21,155449140,CRE036,Interest
442,Loyalty Member Deal,Email Campaign,Katamama Resort,2024-03-23,26769,1321,14847034.0,47,19,63963994,CRE049,
443, Long Weekend Promo,Email Campaign,Komaneka Bisma,2024-02-01,30188,1307,6901924.0,123,43,199455027,,Lookalike
444,Flash Sale 48H,Organic,Alaya Ubud,2024-02-07,24264,1416,,53,38,210392624,CRE024,Retargeting
445,Flash Sale 48H,Meta Ads,Alaya Ubud,2024-03-01,67699,1779,1507625.0,115,70,118042680,,Retargeting
446,Eid Holiday Package,Meta Ads,The Mulia Nusa Dua,2024-01-23,11162,113,,7,2,10523136,CRE037,Retargeting
447,EID HOLIDAY PACKAGE,Meta Ads,The Mulia Nusa Dua,2024-01-26,33698,2153,10617273.0,74,54,194341680,CRE017,Lookalike
448,Flash Sale 48H,Organic,Katamama Resort,2024-03-19,27340,1586,7966493.0,159,70,363300420,CRE011,
449,eid holiday package,TikTok Ads,Komaneka Bisma,2024-03-04,17851,1225,15311137.0,121,91,724828650,CRE041,Broad
450,Loyalty Member Deal,Email Campaign,The Mulia Nusa Dua,2024-03-09,21677,762,10917372.0,37,24,144631512,CRE023,Lookalike
451,Loyalty Member Deal,Meta Ads,The Layar Seminyak,2024-03-02,43701,1323,12034895.0,73,44,123827792,CRE034,Broad
452,Summer Escape 2024,Organic,Alaya Ubud,2024-02-14,42770,2212,3549581.0,193,134,284427596,CRE008,Broad
453,long weekend promo,Email Campaign,Katamama Resort,2024-03-06,38688,1725,519513.0,129,103,617892983,CRE020,Interest
454,Long Weekend Promo,Meta Ads,Komaneka Bisma,2024-03-04,542,14,16603114.0,0,0,0,CRE001,Interest
455,Loyalty Member Deal ,Google Ads,Alaya Ubud,2024-02-29,22065,993,7580201.0,26,23,49669121,CRE044,Lookalike
456,Eid Holiday Package,Google Ads,Komaneka Bisma,2024-03-07,37763,1299,22296554.0,101,46,310587170,CRE047,Broad
457,Long Weekend Promo ,Google Ads,Komaneka Bisma,2024-03-03,34482,771,13288988.0,54,33,248019222,CRE007,Interest
458,Flash Sale 48H,Email Campaign,Katamama Resort,2024-01-23,66769,5172,15699523.0,286,133,445695768,CRE039,Lookalike
459,Loyalty Member Deal,Google Ads,Katamama Resort,2024-03-10,65877,1497,2764831.0,170,78,119136264,CRE008,Retargeting
460,Eid Holiday Package,TikTok Ads,Komaneka Bisma,2024-03-01,75963,2565,22538751.0,282,191,968230570,CRE009,Interest
461,Summer Escape 2024,Google Ads,Komaneka Bisma,2024-03-12,65639,3357,16189935.0,351,289,485088523,CRE008,Retargeting
462,Flash Sale 48H ,Google Ads,Komaneka Bisma,2024-01-18,18810,424,10160151.0,43,31,182790508,CRE040,Lookalike
463,Long Weekend Promo,Organic,Katamama Resort,2024-03-13,47001,3026,3581083.0,127,52,137327372,CRE047,Broad
464,Valentine Weekend,Meta Ads,Bisma Eight,2024-01-16,13994,739,7255054.0,87,49,114725807,CRE008,Interest
465,Long Weekend Promo,Organic,The Layar Seminyak,2024-02-19,79397,3204,13876556.0,338,152,1137608280,CRE016,Broad
466,Summer Escape 2024,Meta Ads,The Mulia Nusa Dua,2024-02-10,34164,2388,22985051.0,180,127,875143792,CRE040,Retargeting
467,Flash Sale 48H,Organic,Bisma Eight,2024-01-18,35002,1051,8820658.0,72,45,286769160,CRE043,Interest
468,Eid Holiday Package,Meta Ads,Katamama Resort,2024-02-27,36702,1267,8420105.0,39,30,72792870,CRE029,Broad
469,Long Weekend Promo,TikTok Ads,The Layar Seminyak,2024-03-15,6368,399,14862085.0,36,26,201657586,,
470, Loyalty Member Deal,Google Ads,The Layar Seminyak,2024-03-24,36131,1889,23534861.0,157,118,858925068,CRE017,Retargeting
471,Long Weekend Promo ,Google Ads,The Layar Seminyak,2024-01-19,45918,3082,8895750.0,91,43,68750077,CRE040,Broad
472,Flash Sale 48H,TikTok Ads,Alaya Ubud,2024-02-09,18415,706,21545595.0,80,47,212292232,CRE028,Retargeting
473,Loyalty Member Deal ,Organic,Katamama Resort,2024-02-25,68031,1394,7957411.0,46,27,54931986,CRE012,Interest
474,Summer Escape 2024,Organic,Bisma Eight,2024-01-28,49828,1232,21134659.0,105,62,479776212,CRE036,Retargeting
475,Flash Sale 48H,Email Campaign,Katamama Resort,2024-02-04,54906,3634,7106098.0,119,58,372457498,CRE011,Broad
476, Eid Holiday Package,TikTok Ads,The Mulia Nusa Dua,2024-01-18,63550,4228,20829969.0,469,204,700321596,CRE011,Lookalike
477,Loyalty Member Deal ,Google Ads,Alaya Ubud,2024-01-26,19041,447,8250759.0,35,15,97922490,CRE038,Retargeting
478,Loyalty Member Deal,Organic,The Mulia Nusa Dua,2024-03-31,60530,3747,8936233.0,163,75,562125450,CRE013,
479, Summer Escape 2024,TikTok Ads,The Layar Seminyak,2024-03-01,18141,646,5153541.0,41,19,97322807,CRE050,Lookalike
480,Summer Escape 2024,TikTok Ads,Alaya Ubud,2024-02-02,17116,1011,10316108.0,49,24,154832112,CRE011,Lookalike
481,Eid Holiday Package,Organic,Bisma Eight,2024-02-27,68137,3365,18821676.0,185,141,714609432,CRE026,Lookalike
482,VALENTINE WEEKEND,TikTok Ads,Bisma Eight,2024-03-15,59953,3846,6906614.0,122,107,261713654,CRE030,Lookalike
483,summer escape 2024,Google Ads,The Layar Seminyak,2024-03-09,2003,108,14191224.0,3,2,6111698,CRE001,Lookalike
484,Loyalty Member Deal,Meta Ads,Katamama Resort,2024-03-22,32557,1938,4332103.0,167,71,361881817,CRE029,Interest
485,Loyalty Member Deal,TikTok Ads,The Layar Seminyak,2024-03-01,53368,2848,3739302.0,91,55,344702820,CRE028,Interest
486, Summer Escape 2024,TikTok Ads,The Mulia Nusa Dua,2024-03-08,520,15,1545429.0,0,0,0,,Interest
487, Loyalty Member Deal,Organic,The Mulia Nusa Dua,2024-03-22,42787,1532,24642443.0,101,83,277001544,CRE042,Broad
488,Valentine Weekend,Organic,Komaneka Bisma,2024-03-16,37434,1237,6687592.0,132,114,788025798,CRE008,Retargeting
489,Summer Escape 2024,TikTok Ads,The Layar Seminyak,2024-03-08,14289,1058,23244367.0,92,81,437255172,CRE033,Broad
490,Eid Holiday Package,Email Campaign,The Mulia Nusa Dua,2024-03-10,50116,2903,18110820.0,271,172,488497544,CRE024,Retargeting
491,Flash Sale 48H,Google Ads,Katamama Resort,2024-01-07,41344,1812,10960534.0,175,110,790206560,CRE016,Lookalike
492,flash sale 48h,Google Ads,The Layar Seminyak,2024-02-21,13193,548,19887653.0,38,15,90612675,,
493,Eid Holiday Package,TikTok Ads,Alaya Ubud,2024-03-14,34802,2133,5483418.0,72,38,265644928,CRE041,Interest
494,Flash Sale 48H ,Email Campaign,Bisma Eight,2024-03-27,52614,3544,21306453.0,391,188,343424676,CRE005,Retargeting
495,Loyalty Member Deal,TikTok Ads,The Layar Seminyak,2024-02-12,65699,2052,20801258.0,75,28,174380780,,Retargeting
496,Valentine Weekend,Organic,The Layar Seminyak,2024-03-17,75945,1661,4195990.0,71,47,356938163,CRE042,Broad
497,Summer Escape 2024,Google Ads,The Layar Seminyak,2024-02-05,31372,1285,2692248.0,83,59,466819800,CRE018,Broad
498,valentine weekend,Organic,Bisma Eight,2024-01-24,29783,2137,6148578.0,109,40,83290760,CRE016,Interest
499,Eid Holiday Package,Meta Ads,Alaya Ubud,2024-02-09,19489,1444,17049481.0,60,23,91425391,CRE013,Lookalike
500,Valentine Weekend,TikTok Ads,Katamama Resort,2024-01-01,38421,1084,14368864.0,79,49,311614961,CRE036,Broad
501,Eid Holiday Package,Organic,Katamama Resort,2024-03-02,61635,631,18432333.0,24,21,121051077,CRE025,Interest
502,Loyalty Member Deal,Organic,Bisma Eight,2024-01-09,20423,959,7454408.0,79,32,176237376,CRE043,Lookalike
503,Loyalty Member Deal ,TikTok Ads,The Mulia Nusa Dua,2024-03-20,67648,2049,10612713.0,142,100,202040500,CRE031,
504,Valentine Weekend ,TikTok Ads,The Layar Seminyak,2024-03-10,23130,419,18984893.0,11,3,7223157,CRE005,Lookalike
505,Long Weekend Promo,Email Campaign,Alaya Ubud,2024-01-27,23509,1193,16271129.0,53,39,246442404,CRE037,Retargeting
506,summer escape 2024,TikTok Ads,Alaya Ubud,2024-01-13,75744,3864,20934178.0,442,208,438283456,CRE050,Interest
507,Long Weekend Promo,Google Ads,Komaneka Bisma,2024-03-26,54231,1438,19023404.0,106,91,348247354,CRE029,Retargeting
508,Valentine Weekend,Email Campaign,Bisma Eight,2024-01-30,39560,1621,,85,65,211947840,CRE038,Retargeting
509,Loyalty Member Deal,Email Campaign,The Mulia Nusa Dua,2024-03-06,47996,3493,12015241.0,109,33,82299657,CRE048,Interest
510,Flash Sale 48H,TikTok Ads,Bisma Eight,2024-02-08,20137,1141,10070327.0,109,41,78198726,CRE035,Lookalike
511,Summer Escape 2024,Organic,Bisma Eight,2024-03-01,75979,4069,21225999.0,310,229,665891009,CRE004,Lookalike
512,Loyalty Member Deal,Email Campaign,Komaneka Bisma,2024-01-09,2887,170,5529086.0,4,1,6212172,,Broad
513,Valentine Weekend,Google Ads,Alaya Ubud,2024-02-23,16177,734,18148844.0,83,67,211558999,CRE003,Broad
514,Loyalty Member Deal,Email Campaign,Komaneka Bisma,2024-03-02,61788,2271,5907048.0,54,26,101209290,CRE011,Lookalike
515,Long Weekend Promo,Meta Ads,Bisma Eight,2024-01-16,10684,432,23722394.0,18,9,54802935,CRE023,Lookalike
516,Long Weekend Promo,Meta Ads,Bisma Eight,2024-03-24,44375,1719,24938520.0,128,97,231419205,CRE029,Retargeting
517,Valentine Weekend,Email Campaign,Komaneka Bisma,2024-02-20,55203,3999,7330832.0,251,154,807429854,CRE016,Broad
518, Eid Holiday Package,Google Ads,Katamama Resort,2024-03-16,50811,1819,19488006.0,93,49,367563357,CRE015,Interest
519,Summer Escape 2024,Google Ads,Alaya Ubud,2024-01-30,62652,792,14860956.0,49,20,48256640,CRE030,Retargeting
520,Flash Sale 48H,Google Ads,Komaneka Bisma,2024-01-29,65439,1518,14808104.0,70,22,85315956,CRE001,Retargeting
521,Long Weekend Promo,Organic,The Layar Seminyak,2024-01-06,16273,619,10866255.0,54,19,47400060,CRE022,Lookalike
522,Long Weekend Promo,Email Campaign,Alaya Ubud,2024-03-31,37063,2243,16331863.0,226,108,484781868,,
523,Flash Sale 48H,Organic,Alaya Ubud,2024-03-29,51297,3414,,139,48,143295504,,Lookalike
524,Eid Holiday Package,Meta Ads,Bisma Eight,2024-03-26,6774,100,1108238.0,2,0,0,CRE034,Interest
525,Summer Escape 2024,Organic,Bisma Eight,2024-01-28,40981,2082,19561080.0,83,29,61663135,CRE041,Lookalike
526,Eid Holiday Package,Organic,The Layar Seminyak,2024-01-10,34604,2238,13095457.0,206,89,464904672,CRE007,Interest
527,Eid Holiday Package,Meta Ads,Alaya Ubud,2024-03-15,79042,2889,13528482.0,166,77,535096870,CRE035,Lookalike
528,Loyalty Member Deal ,Email Campaign,The Layar Seminyak,2024-01-01,54391,3526,13923852.0,349,234,951414516,CRE050,Retargeting
529,Long Weekend Promo ,TikTok Ads,The Mulia Nusa Dua,2024-03-17,67983,786,20539245.0,36,18,125088894,CRE009,Lookalike
530,Eid Holiday Package,TikTok Ads,Katamama Resort,2024-02-28,16010,169,18337160.0,14,11,80639108,CRE020,
531,Long Weekend Promo,TikTok Ads,Bisma Eight,2024-02-29,38876,1007,10393725.0,67,35,163915990,CRE032,Lookalike
532,Loyalty Member Deal,Google Ads,Bisma Eight,2024-03-07,21840,1524,23729188.0,180,96,641790432,CRE039,Broad
533,Long Weekend Promo,Meta Ads,Komaneka Bisma,2024-02-05,12714,748,24907483.0,21,16,107432704,,Retargeting
534,Flash Sale 48H,Meta Ads,Katamama Resort,2024-02-09,75368,3608,10091155.0,98,63,373908402,CRE007,Interest
535, Long Weekend Promo,Meta Ads,The Mulia Nusa Dua,2024-03-25,60587,865,15035531.0,42,29,203084738,CRE002,
536,Loyalty Member Deal,Google Ads,The Layar Seminyak,2024-02-18,34681,2260,21080983.0,101,68,530612908,CRE028,Interest
537,Flash Sale 48H,Google Ads,Komaneka Bisma,2024-03-26,63900,2985,10911158.0,237,108,420410844,CRE039,Retargeting
538,long weekend promo,Email Campaign,The Mulia Nusa Dua,2024-01-18,34422,1302,11195299.0,28,21,121829778,CRE018,Interest
539,Eid Holiday Package,Organic,Komaneka Bisma,2024-02-10,1832,51,21693746.0,1,0,0,CRE003,Broad
540,Valentine Weekend,Email Campaign,The Layar Seminyak,2024-03-29,14915,1067,5139934.0,117,100,177107600,CRE029,
541,Eid Holiday Package,Organic,Alaya Ubud,2024-02-22,77324,3070,13792319.0,295,112,736993040,,Broad
542,Eid Holiday Package,Google Ads,The Layar Seminyak,2024-03-26,73455,1888,13403660.0,198,149,998632270,CRE030,Lookalike
543,Long Weekend Promo,Google Ads,Komaneka Bisma,2024-02-07,75197,3696,11847833.0,242,187,1212965963,CRE001,Lookalike
544,LONG WEEKEND PROMO,TikTok Ads,Bisma Eight,2024-03-13,49246,3279,6278004.0,244,74,326800428,,
545,Loyalty Member Deal,Meta Ads,Bisma Eight,2024-03-29,27068,527,14171911.0,38,21,95866134,,Broad
546,Valentine Weekend ,Email Campaign,Alaya Ubud,2024-01-26,11732,302,5632762.0,17,13,96860881,,Lookalike
547,Summer Escape 2024,Meta Ads,Katamama Resort,2024-03-27,26284,1975,19918056.0,139,120,840105120,,Lookalike
548,VALENTINE WEEKEND,TikTok Ads,The Mulia Nusa Dua,2024-02-18,29986,2049,3525649.0,237,102,573957162,CRE001,Retargeting
549,Eid Holiday Package,TikTok Ads,Bisma Eight,2024-01-01,53514,4105,9328053.0,333,149,353665208,CRE048,Interest
550,eid holiday package,Organic,Bisma Eight,2024-03-14,6210,204,24019418.0,17,13,87891908,CRE033,Interest
551,Flash Sale 48H,Organic,Komaneka Bisma,2024-01-29,41512,2927,16493331.0,347,147,589093974,CRE036,Lookalike
552, Long Weekend Promo,Google Ads,Bisma Eight,2024-01-25,4867,215,11054575.0,7,6,15872316,CRE035,Retargeting
553,Eid Holiday Package,TikTok Ads,Bisma Eight,2024-01-16,11722,194,20805464.0,7,6,12088710,CRE046,Lookalike
554,Flash Sale 48H,TikTok Ads,Katamama Resort,2024-03-19,63549,2944,,298,153,295250985,CRE037,Interest
555,Summer Escape 2024,Google Ads,The Layar Seminyak,2024-03-25,59203,3445,10130374.0,322,253,1433265240,CRE003,Lookalike
556,Eid Holiday Package,Email Campaign,The Layar Seminyak,2024-03-14,690,32,16390360.0,0,0,0,CRE043,Broad
557, Summer Escape 2024,Email Campaign,Katamama Resort,2024-02-09,24787,1037,11834150.0,47,32,185063968,CRE011,Interest
558,Loyalty Member Deal,Organic,The Layar Seminyak,2024-03-02,10889,743,22521135.0,26,20,152403680,CRE038,Interest
559,Long Weekend Promo,Meta Ads,Komaneka Bisma,2024-01-13,34735,2027,9495142.0,182,127,756053479,CRE044,Interest
560,Loyalty Member Deal,Meta Ads,Komaneka Bisma,2024-01-14,26613,645,625606.0,29,22,159524420,CRE006,Interest
561,Flash Sale 48H,Organic,Bisma Eight,2024-01-12,52888,3130,20100283.0,363,208,1360666112,CRE011,Retargeting
562,Flash Sale 48H,Google Ads,The Mulia Nusa Dua,2024-02-20,61112,2326,24670355.0,253,126,912862188,CRE009,
563,Eid Holiday Package,Organic,Katamama Resort,2024-03-27,48298,759,18393128.0,17,8,30028720,CRE004,Lookalike
564,long weekend promo,Meta Ads,Komaneka Bisma,2024-03-31,50223,1938,2550844.0,114,70,507040520,CRE043,Lookalike
565,Summer Escape 2024,Google Ads,The Layar Seminyak,2024-01-28,47960,2157,21498836.0,156,69,148494348,CRE031,Retargeting
566,Flash Sale 48H,Email Campaign,Alaya Ubud,2024-03-02,33263,1213,24950437.0,52,29,69690277,CRE026,Retargeting
567,Flash Sale 48H,Google Ads,Alaya Ubud,2024-01-09,1301,37,12460862.0,3,2,13132328,CRE016,
568,FLASH SALE 48H,Organic,Komaneka Bisma,2024-01-09,34111,2174,7390950.0,182,132,322270872,CRE023,Retargeting
569,Flash Sale 48H,Organic,The Layar Seminyak,2024-01-02,69077,5434,3703334.0,391,347,1874784439,CRE038,Lookalike
570, Valentine Weekend,TikTok Ads,Komaneka Bisma,2024-02-08,31548,648,17366264.0,27,22,113105256,CRE023,
571,Summer Escape 2024,Google Ads,The Mulia Nusa Dua,2024-01-06,56570,1610,12142229.0,57,50,379014200,CRE026,
572,Summer Escape 2024,TikTok Ads,The Mulia Nusa Dua,2024-02-24,8437,477,7100286.0,36,30,193566300,,Retargeting
573,Valentine Weekend,Organic,Alaya Ubud,2024-03-27,52774,2783,,309,248,403726144,CRE029,Lookalike
574, Long Weekend Promo,TikTok Ads,The Layar Seminyak,2024-03-19,7784,155,564107.0,18,14,67696090,CRE043,Broad
575,Long Weekend Promo,TikTok Ads,Alaya Ubud,2024-02-14,10005,257,12537881.0,22,12,75723996,CRE022,Lookalike
576,Flash Sale 48H,Organic,The Layar Seminyak,2024-01-12,50533,4021,,168,104,216011640,CRE002,Broad
577,Summer Escape 2024,Meta Ads,The Mulia Nusa Dua,2024-02-24,45156,3266,16413331.0,380,332,646773184,,Lookalike
578,summer escape 2024,Organic,Katamama Resort,2024-01-28,23377,903,20060424.0,77,61,165262969,CRE050,Interest
579,Long Weekend Promo,Organic,Alaya Ubud,2024-02-29,63328,3252,,115,101,648890862,CRE041,Retargeting
580,eid holiday package,Google Ads,The Layar Seminyak,2024-01-17,15421,803,4307354.0,75,33,225277404,,Broad
581,Summer Escape 2024,TikTok Ads,Alaya Ubud,2024-03-10,43383,727,21468188.0,60,53,209516155,CRE040,Interest
582,Valentine Weekend,Organic,Bisma Eight,2024-01-16,7755,290,24839400.0,12,8,58397648,CRE034,Broad
583,Eid Holiday Package,TikTok Ads,Katamama Resort,2024-01-25,1768,42,15694424.0,3,1,5682827,CRE032,Retargeting
584,Loyalty Member Deal,Organic,Bisma Eight,2024-03-14,55362,1959,15405507.0,92,57,191695788,,Interest
585,Eid Holiday Package,Organic,Katamama Resort,2024-01-12,42373,1705,11064955.0,126,39,86683194,CRE015,Retargeting
586,Valentine Weekend,Organic,Komaneka Bisma,2024-03-26,30895,1004,13559684.0,31,23,86891217,CRE001,Interest
587,long weekend promo,Meta Ads,The Mulia Nusa Dua,2024-03-16,25280,760,23165037.0,44,28,149539628,CRE030,Broad
588, Summer Escape 2024,TikTok Ads,The Mulia Nusa Dua,2024-01-08,41588,575,9014275.0,55,26,174689684,CRE037,Retargeting
589,Summer Escape 2024 ,TikTok Ads,Bisma Eight,2024-01-28,56077,1874,13206458.0,165,99,249228936,,Retargeting
590,Long Weekend Promo ,Meta Ads,Alaya Ubud,2024-01-23,3507,276,14115021.0,12,4,22521040,CRE049,Lookalike
591,Eid Holiday Package ,Organic,Alaya Ubud,2024-02-06,17788,1404,12846199.0,128,65,506018110,CRE005,Broad
592,Flash Sale 48H,TikTok Ads,Komaneka Bisma,2024-03-07,30262,1122,21503162.0,130,49,266378749,CRE016,Interest
593,Summer Escape 2024,Email Campaign,Komaneka Bisma,2024-02-04,29314,1547,9690887.0,150,87,452029728,,Broad
594,Valentine Weekend,Email Campaign,The Layar Seminyak,2024-03-05,36348,2416,12554590.0,264,95,617285205,,Interest
595, Loyalty Member Deal,Meta Ads,Komaneka Bisma,2024-03-23,74310,1257,14471489.0,79,65,455619840,CRE031,Lookalike
596,Loyalty Member Deal,Google Ads,Komaneka Bisma,2024-03-14,66135,2780,13568024.0,277,195,352319175,CRE034,Retargeting
597,Summer Escape 2024,TikTok Ads,Bisma Eight,2024-03-23,41160,1901,14592081.0,208,150,618254550,,Interest
598,Long Weekend Promo,TikTok Ads,Alaya Ubud,2024-02-27,12873,238,11647493.0,19,15,84172620,CRE032,Broad
599,Valentine Weekend,Meta Ads,Alaya Ubud,2024-02-27,35233,1537,,109,82,595971080,,
600,Long Weekend Promo ,TikTok Ads,The Layar Seminyak,2024-02-27,79022,2945,12807297.0,139,62,128373356,CRE006,Lookalike
601, Valentine Weekend,Google Ads,The Layar Seminyak,2024-03-02,62801,2764,14785559.0,112,94,196671688,,Lookalike
602,Valentine Weekend,Google Ads,Katamama Resort,2024-02-18,58346,3113,20397323.0,340,217,484168881,CRE031,Retargeting
603,Flash Sale 48H,TikTok Ads,The Mulia Nusa Dua,2024-03-10,77051,3207,9094335.0,205,130,703322620,CRE011,Retargeting
604,VALENTINE WEEKEND,Organic,Bisma Eight,2024-02-03,1994,31,17973992.0,3,1,3954706,CRE006,Interest
605,Valentine Weekend,Meta Ads,The Layar Seminyak,2024-01-08,55393,3329,3326275.0,315,235,1153464835,CRE007,Interest
606,FLASH SALE 48H,Organic,Alaya Ubud,2024-01-20,25930,329,22331749.0,9,3,21958419,CRE031,Lookalike
607,Valentine Weekend,Organic,Katamama Resort,2024-02-05,42782,460,14580509.0,24,14,84140952,CRE022,Interest
608,Eid Holiday Package,TikTok Ads,Alaya Ubud,2024-01-18,46482,2250,9273111.0,150,49,180014926,CRE016,Broad
609,Eid Holiday Package,Email Campaign,The Layar Seminyak,2024-02-13,33902,2466,19825706.0,94,65,279901050,CRE029,Lookalike
610,Loyalty Member Deal,Google Ads,The Layar Seminyak,2024-03-04,31548,357,9550688.0,18,8,34106984,CRE026,Broad
611,flash sale 48h,Email Campaign,Bisma Eight,2024-01-20,62004,705,13684657.0,63,21,128645433,CRE014,Broad
612,Long Weekend Promo,Email Campaign,Bisma Eight,2024-03-29,4772,357,15520399.0,23,12,27004116,,Lookalike
613,Long Weekend Promo,Google Ads,Alaya Ubud,2024-03-09,50943,3715,3563125.0,259,207,1538160489,,Interest
614,Summer Escape 2024,Organic,Katamama Resort,2024-03-25,13018,245,23238501.0,23,17,26878411,CRE048,Interest
615,summer escape 2024,Email Campaign,The Layar Seminyak,2024-03-04,75140,1007,17843315.0,20,14,83432594,CRE038,Retargeting
616,Summer Escape 2024,TikTok Ads,Bisma Eight,2024-02-20,33218,2340,19440934.0,202,177,850565712,CRE049,Retargeting
617,Flash Sale 48H,TikTok Ads,Alaya Ubud,2024-01-31,25176,300,21337327.0,16,10,48380370,CRE019,Interest
618,Summer Escape 2024 ,TikTok Ads,Alaya Ubud,2024-03-06,67190,4083,3580299.0,342,239,418004547,CRE015,Retargeting
619,Long Weekend Promo,Email Campaign,Bisma Eight,2024-01-07,63136,2575,18138013.0,273,193,1246846006,CRE047,Broad
620,Loyalty Member Deal,Google Ads,Alaya Ubud,2024-03-28,68498,1094,15559828.0,90,64,387122368,,
621,Eid Holiday Package,Google Ads,Komaneka Bisma,2024-01-09,38544,3025,22744280.0,327,242,1034886864,,Interest
622,Long Weekend Promo,TikTok Ads,The Mulia Nusa Dua,2024-02-21,73630,1901,15120595.0,181,149,954851302,,Interest
623,Eid Holiday Package,Email Campaign,The Layar Seminyak,2024-01-09,70788,1472,2498680.0,102,31,144952187,CRE017,Broad
624,Eid Holiday Package ,TikTok Ads,The Mulia Nusa Dua,2024-02-09,27387,633,13806702.0,55,24,166256424,CRE033,Interest
625,Valentine Weekend,Organic,The Layar Seminyak,2024-03-23,75138,4118,24155340.0,448,325,2425816900,CRE017,Retargeting
626,Long Weekend Promo,Organic,Bisma Eight,2024-02-18,34349,930,14080562.0,69,33,147697110,CRE034,Lookalike
627,Valentine Weekend,Email Campaign,Katamama Resort,2024-03-14,47768,3741,11667439.0,256,206,849023232,CRE049,Broad
628,Loyalty Member Deal,Email Campaign,The Mulia Nusa Dua,2024-01-22,75121,1892,24794968.0,66,57,446844147,,Broad
629,Loyalty Member Deal,Organic,Katamama Resort,2024-03-17,75343,5424,5249010.0,413,238,619188654,CRE023,Broad
630,Summer Escape 2024 ,Organic,Katamama Resort,2024-03-12,48836,3906,21172925.0,423,264,1732173432,CRE027,Broad
631,Eid Holiday Package,Organic,The Layar Seminyak,2024-01-29,18040,668,6148375.0,57,25,140315225,CRE010,Lookalike
632,VALENTINE WEEKEND,TikTok Ads,The Layar Seminyak,2024-02-14,753,52,8595762.0,4,1,5893626,CRE034,Lookalike
633,eid holiday package,Email Campaign,Alaya Ubud,2024-03-20,42139,2435,2619858.0,288,169,755799603,CRE033,Lookalike
634,Long Weekend Promo,Organic,Katamama Resort,2024-01-20,20089,415,6248931.0,46,35,127838270,CRE046,
635,Valentine Weekend,TikTok Ads,The Mulia Nusa Dua,2024-02-16,44479,2872,19480606.0,232,82,495241624,CRE050,Interest
636, Long Weekend Promo,Google Ads,Bisma Eight,2024-03-01,60107,1324,19875039.0,58,32,194634112,,Interest
637,Summer Escape 2024,Email Campaign,The Mulia Nusa Dua,2024-03-08,66869,2899,5848498.0,144,76,217517472,CRE045,
638,Loyalty Member Deal,Organic,Katamama Resort,2024-03-10,40589,795,6250151.0,29,25,151263875,CRE029,Broad
639,Loyalty Member Deal ,Organic,Alaya Ubud,2024-03-31,6087,119,16772161.0,10,7,27545413,CRE033,Retargeting
640,Valentine Weekend,TikTok Ads,The Mulia Nusa Dua,2024-01-02,22529,1627,16426310.0,106,64,206343872,CRE040,Lookalike
641,Flash Sale 48H,Email Campaign,Katamama Resort,2024-03-16,21623,838,14502147.0,68,52,236164344,CRE027,Interest
642,Eid Holiday Package,Meta Ads,Katamama Resort,2024-03-11,30342,596,12136148.0,63,52,363091560,,Retargeting
643, Flash Sale 48H,TikTok Ads,Bisma Eight,2024-03-14,57848,2893,18787623.0,240,99,309076812,CRE042,Lookalike
644,Summer Escape 2024,TikTok Ads,The Mulia Nusa Dua,2024-01-05,65345,1070,6811383.0,23,15,50009400,CRE009,
645,Flash Sale 48H,Meta Ads,The Layar Seminyak,2024-01-17,26660,1322,4741287.0,95,58,454242602,,Interest
646,valentine weekend,Google Ads,Katamama Resort,2024-03-07,12382,761,22371787.0,77,49,363776539,CRE043,Broad
647,eid holiday package,Meta Ads,The Mulia Nusa Dua,2024-01-16,52981,537,9018994.0,36,29,169305422,CRE037,Broad
648,Valentine Weekend ,Email Campaign,Alaya Ubud,2024-01-26,13449,470,21396486.0,21,8,56160440,,Lookalike
649,Long Weekend Promo,Meta Ads,Bisma Eight,2024-01-16,25798,479,21774851.0,13,4,6920144,CRE044,Broad
650,Summer Escape 2024,Meta Ads,Katamama Resort,2024-01-15,41522,1462,3752191.0,153,109,505892762,CRE047,Lookalike
651,Loyalty Member Deal ,Organic,Alaya Ubud,2024-03-22,53357,2178,,253,138,819531492,CRE009,Retargeting
652,summer escape 2024,Organic,The Mulia Nusa Dua,2024-01-29,60109,2159,17461355.0,46,26,173835168,CRE050,Lookalike
653,Summer Escape 2024,Meta Ads,Bisma Eight,2024-03-08,76781,2296,18677422.0,235,180,1146580380,CRE024,Lookalike
