pos_transaction_id,outlet_name,hotel_name,transaction_date,customer_id,item_name,category,quantity,unit_price,total_amount,payment_method,staff_id
POS-005439,Komaneka Tea Lounge,Komaneka Bisma,12/02/2024,CUST00069,Fish & Chips,Food,2,115000.0,230000.00,cash,STF028
POS-005440,Komaneka Tea Lounge,Komaneka Bisma,12/02/2024,,Fish & Chips,Food,1,103500.0,"IDR 103,500",CC,STF040
POS-005441,Komaneka Tea Lounge,Komaneka Bisma,2024-02-12,CUST00168,Pasta Carbonara,Food,2,125000.0,250000,cash,STF027
POS-005442,Komaneka Tea Lounge,Komaneka Bisma,12/02/2024,,Ice Cream,Dessert,2,54000.0,108000,GoPay,STF014
POS-005443,Komaneka Tea Lounge,Komaneka Bisma,2024-02-12,CUST00388,Beef Burger,Food,2,135000.0,270000,Cash,STF030
POS-005444,The Layar - Restaurant,The Layar Seminyak,2024-02-13,CUST00322,Club Sandwich,Food,4,121000.00000000001,484000.00000000006,cash,STF012
POS-005445,The Layar - Restaurant,The Layar Seminyak,13 Feb 2024,CUST00526,Sparkling Water,Beverage,2,44000.0,"IDR 88,000",OVO,STF029
POS-005446,The Layar - Restaurant,The Layar Seminyak,20240213,CUST00196,Caesar Salad,Food,4,95000.0,380000,Dana,STF001
POS-005447,The Layar - Restaurant,The Layar Seminyak,13/02/2024,CUST00293,Caesar Salad,Food,1,95000.0,"IDR 95,000",Dana,STF030
POS-005448,The Layar - Restaurant,The Layar Seminyak,13 Feb 2024,,Fish & Chips,Food,4,126500.00000000001,506000.00000000006,Credit Card,STF041
POS-005449,The Layar - Restaurant,The Layar Seminyak,2024-02-13,,Caesar Salad,Food,3,95000.0,285000,cash,STF004
POS-005450,The Layar - Restaurant,The Layar Seminyak,13 Feb 2024,CUST00199,Chocolate Lava Cake,,4,80000.0,"IDR 320,000",GoPay,STF030
POS-005451,The Layar - Restaurant,The Layar Seminyak,13/02/2024,CUST00440,Fresh Juice,Beverage,3,55000.0,"IDR 165,000",CC,STF049
POS-005452,The Layar - Restaurant,The Layar Seminyak,13 Feb 2024,CUST00435,Chocolate Lava Cake,Dessert,1,72000.0,72000.0,CC,STF010
POS-005453,The Layar - Restaurant,,13/02/2024,CUST00353,Fresh Juice,Beverage,4,60500.00000000001,242000.00000000003,Credit Card,STF027
POS-005454,The Layar - Restaurant,The Layar Seminyak,13 Feb 2024,CUST00315,Smoothie,Beverage,2,77000.0,154000.0,GoPay,STF013
POS-005455,The Layar - Restaurant,The Layar Seminyak,13/02/2024,,Coffee,Beverage,2,45000.0,90000,Dana,STF007
POS-005456,The Layar - Restaurant,The Layar Seminyak,2024-02-13,CUST00485,Bintang Beer,Beverage,1,65000.0,65000.00,OVO,STF048
POS-005457,The Layar - Restaurant,The Layar Seminyak,20240213,CUST00037,Pasta Carbonara,Food,3,137500.0,412500,Dana,STF039
POS-005458,The Layar - Restaurant,The Layar Seminyak,02-13-2024,CUST00594,Beef Burger,Food,3,135000.0,405000,Credit Card,STF006
POS-005459,The Layar - Restaurant,The Layar Seminyak,20240213,,kopi,Beverage,1,45000.0,"IDR 45,000",cash,STF015
POS-005460,The Layar - Restaurant,The Layar Seminyak,2024-02-13,CUST00179,Nasi Goreng,,3,85000.0,255000,CC,STF041
POS-005461,The Layar - Restaurant,The Layar Seminyak,13 Feb 2024,CUST00360,Club Sandwich,Food,4,,396000,GoPay,STF050
POS-005462,The Layar - Restaurant,The Layar Seminyak,20240213,,Fresh Juice,Beverage,4,55000.0,220000,cash,STF007
POS-005463,The Layar - Restaurant,The Layar Seminyak,2024-02-13,CUST00078,Smoothie,Beverage,1,70000.0,70000,Dana,STF035
POS-005464,The Layar - Restaurant,The Layar Seminyak,2024-02-13,CUST00285,Tiramisu,Dessert,3,85000.0,"IDR 255,000",Credit Card,STF034
POS-005465,The Layar - Restaurant,The Layar Seminyak,2024-02-13,CUST00565,COCKTAIL,Beverage,2,120000.0,"IDR 240,000",GoPay,STF028
POS-005466,The Layar - Restaurant,The Layar Seminyak,13 Feb 2024,CUST00042,Beef Burger,Food,2,135000.0,270000,GoPay,STF023
POS-005467,The Layar - Restaurant,The Layar Seminyak,2024-02-13,CUST00631,Cocktail,Beverage,4,120000.0,480000,Dana,STF005
POS-005468,The Layar - Restaurant,The Layar Seminyak,02-13-2024,,Cocktail,Beverage,4,120000.0,480000.00,Cash,STF002
POS-005469,The Layar - Restaurant,The Layar Seminyak,02-13-2024,CUST00495,Pasta Carbonara,Food,2,125000.0,250000.00,CC,STF042
POS-005470,The Layar - Restaurant,The Layar Seminyak,2024-02-13,CUST00465,Beef Burger,Food,2,135000.0,270000,cash,STF039
POS-005471,The Layar - Restaurant,The Layar Seminyak,13/02/2024,CUST00642,Chocolate Lava Cake,Dessert,2,80000.0,160000,Credit Card,STF018
POS-005472,The Layar - Restaurant,The Layar Seminyak,02-13-2024,,Beef Burger,Food,1,135000.0,135000,Cash,STF014
POS-005473,The Layar - Restaurant,The Layar Seminyak,13 Feb 2024,CUST00553,Fish & Chips,Food,2,115000.0,230000,cash,STF018
POS-005474,The Layar - Restaurant,The Layar Seminyak,02-13-2024,CUST00181,NasiGoreng,Food,2,85000.0,170000,Credit Card,STF028
POS-005475,The Layar - Restaurant,The Layar Seminyak,02-13-2024,,Ice Cream,Dessert,2,54000.0,108000.0,OVO,STF015
POS-005476,The Layar - Restaurant,The Layar Seminyak,02-13-2024,CUST00091,Club Sandwich,Food,1,99000.0,99000.0,GoPay,STF024
POS-005477,The Layar - Restaurant,The Layar Seminyak,2024-02-13,CUST00192,Caesar Salad,Food,2,104500.00000000001,209000.00,OVO,STF016
POS-005478,The Layar - Restaurant,The Layar Seminyak,2024-02-13,CUST00410,Caesar Salad,Food,4,95000.0,380000.00,OVO,STF026
POS-005479,Katamama Dining,Katamama Resort,2024-02-13,CUST00069,Tiramisu,Dessert,3,85000.0,"IDR 255,000",Cash,STF014
POS-005480,Katamama Dining,,13 Feb 2024,,Caesar Salad,Food,1,104500.00000000001,104500.00000000001,Credit Card,STF013
POS-005481,Katamama Dining,Katamama Resort,02-13-2024,CUST00520,Pasta Carbonara,Food,2,112500.0,225000.0,OVO,STF046
POS-005482,Katamama Dining,,20240213,,Beef Burger,Food,3,148500.0,445500.00,GoPay,STF019
POS-005483,Katamama Dining,Katamama Resort,2024-02-13,CUST00352,Fish & Chips,Food,1,126500.00000000001,"IDR 126,500",Cash,STF041
POS-005484,Katamama Dining,Katamama Resort,02-13-2024,,Beef Burger,Food,4,121500.0,486000.0,GoPay,STF047
POS-005485,Katamama Dining,Katamama Resort,13/02/2024,CUST00079,Tiramisu,Dessert,1,85000.0,85000,Dana,STF020
POS-005486,Katamama Dining,Katamama Resort,13 Feb 2024,CUST00013,Nasi Goreng,Food,3,93500.00000000001,280500.00000000006,Cash,STF015
POS-005487,Katamama Dining,Katamama Resort,2024-02-13,CUST00377,Nasi Goreng,Food,3,85000.0,255000,Credit Card,STF026
POS-005488,Katamama Dining,Katamama Resort,2024-02-13,,Nasi Goreng,Food,1,93500.00000000001,93500.00000000001,OVO,STF031
POS-005489,Katamama Dining,Katamama Resort,02-13-2024,CUST00404,Fresh Juice,Beverage,2,49500.0,99000.0,OVO,STF009
POS-005490,Katamama Dining,,20240213,CUST00799,Fresh Juice,,2,49500.0,99000.0,Credit Card,STF050
POS-005491,Katamama Dining,Katamama Resort,20240213,CUST00584,Fish & Chips,Food,4,126500.00000000001,506000.00000000006,Cash,STF042
POS-005492,Katamama Dining,Katamama Resort,02-13-2024,CUST00548,Sparkling Water,Beverage,3,40000.0,120000,Credit Card,STF029
POS-005493,Katamama Dining,Katamama Resort,13 Feb 2024,CUST00627,Bintang Beer,Beverage,4,65000.0,260000.00,Credit Card,STF020
POS-005494,Katamama Dining,Katamama Resort,13 Feb 2024,CUST00178,Chocolate Lava Cake,Dessert,4,88000.0,352000.0,Credit Card,STF005
POS-005495,Katamama Dining,Katamama Resort,02-13-2024,CUST00568,Cocktail,Beverage,1,120000.0,120000.00,Dana,STF040
POS-005496,Katamama Dining,Katamama Resort,20240213,CUST00223,Nasi Goreng,Food,1,85000.0,85000,Cash,STF006
POS-005497,Katamama Dining,Katamama Resort,20240213,CUST00403,Coffee,Beverage,3,49500.00000000001,148500,OVO,STF045
POS-005498,Katamama Dining,Katamama Resort,2024-02-13,CUST00765,Pasta Carbonara,Food,2,137500.0,275000.00,GoPay,STF036
POS-005499,Katamama Dining,Katamama Resort,02-13-2024,CUST00175,Chocolate Lava Cake,Dessert,3,80000.0,240000,CC,STF026
POS-005500,Katamama Dining,Katamama Resort,13/02/2024,CUST00334,Beef Burger,Food,4,135000.0,540000,Dana,STF009
POS-005501,Katamama Dining,Katamama Resort,13 Feb 2024,CUST00540,Beef Burger,Food,2,135000.0,270000,Credit Card,STF008
POS-005502,Katamama Dining,Katamama Resort,20240213,CUST00708,Smoothie,Beverage,1,70000.0,"IDR 70,000",GoPay,STF033
POS-005503,Katamama Dining,Katamama Resort,20240213,,Caesar Salad,,3,95000.0,285000,Dana,STF045
POS-005504,Katamama Dining,Katamama Resort,2024-02-13,CUST00356,Bintang Beer,Beverage,4,58500.0,234000.00,Credit Card,STF037
POS-005505,Katamama Dining,Katamama Resort,13 Feb 2024,CUST00480,Fish & Chips,Food,3,126500.00000000001,"IDR 379,500",Dana,STF003
POS-005506,Alaya Cafe,Alaya Ubud,20240213,CUST00289,Caesar Salad,Food,3,95000.0,285000,cash,STF030
POS-005507,Alaya Cafe,Alaya Ubud,13 Feb 2024,CUST00693,Bintang Beer,Beverage,4,65000.0,"IDR 260,000",CC,STF050
POS-005508,Alaya Cafe,Alaya Ubud,02-13-2024,CUST00661,Bintang Beer,Beverage,2,71500.0,"IDR 143,000",CC,STF015
POS-005509,Alaya Cafe,Alaya Ubud,02-13-2024,CUST00586,Caesar Salad,Food,4,95000.0,380000,GoPay,STF004
POS-005510,Alaya Cafe,Alaya Ubud,13 Feb 2024,CUST00208,Beef Burger,Food,3,135000.0,405000,OVO,STF049
POS-005511,Alaya Cafe,Alaya Ubud,13/02/2024,CUST00313,Caesar Salad,Food,2,85500.0,171000.0,Dana,STF040
POS-005512,Alaya Cafe,Alaya Ubud,20240213,CUST00147,Cocktail,Beverage,1,132000.0,132000.0,CC,STF030
POS-005513,Alaya Cafe,Alaya Ubud,2024-02-13,CUST00268,Smoothie,Beverage,3,70000.0,210000.00,cash,STF041
POS-005514,Alaya Cafe,Alaya Ubud,13 Feb 2024,,Nasi Goreng,Food,3,93500.00000000001,"IDR 280,500",OVO,STF038
POS-005515,Alaya Cafe,Alaya Ubud,02-13-2024,CUST00216,Beef Burger,Food,4,135000.0,540000,OVO,STF023
POS-005516,Alaya Cafe,Alaya Ubud,20240213,CUST00723,Smoothie,Beverage,4,70000.0,280000,OVO,STF005
POS-005517,Bisma Rooftop,Bisma Eight,13 Feb 2024,CUST00555,Fish & Chips,,4,115000.0,460000,Dana,STF048
POS-005518,Bisma Rooftop,Bisma Eight,20240213,CUST00792,Cocktail,Beverage,4,108000.0,"IDR 432,000",Dana,STF020
POS-005519,Bisma Rooftop,Bisma Eight,13/02/2024,CUST00017,Beef Burger,Food,3,121500.0,364500.0,Dana,STF049
POS-005520,Bisma Rooftop,Bisma Eight,2024-02-13,CUST00244,Fresh Juice,,4,55000.0,"IDR 220,000",Credit Card,STF030
POS-005521,Bisma Rooftop,Bisma Eight,13 Feb 2024,,Club Sandwich,Food,2,110000.0,220000,OVO,STF033
POS-005522,Bisma Rooftop,Bisma Eight,13 Feb 2024,,Sparkling Water,Beverage,1,40000.0,40000,Dana,STF035
POS-005523,Bisma Rooftop,Bisma Eight,20240213,,Coffee,Beverage,4,45000.0,180000.00,Cash,STF007
POS-005524,Bisma Rooftop,,20240213,CUST00575,Fresh Juice,Beverage,1,55000.0,55000,Cash,STF020
POS-005525,Bisma Rooftop,Bisma Eight,13 Feb 2024,CUST00260,Beef Burger,Food,1,135000.0,135000.00,OVO,STF031
POS-005526,Bisma Rooftop,Bisma Eight,13/02/2024,CUST00366,Bintang Beer,Beverage,3,65000.0,195000.00,GoPay,STF039
POS-005527,Bisma Rooftop,Bisma Eight,13 Feb 2024,CUST00114,Club Sandwich,Food,2,110000.0,220000,GoPay,STF018
POS-005528,Bisma Rooftop,Bisma Eight,13/02/2024,CUST00469,Caesar Salad,Food,4,95000.0,380000,Credit Card,STF024
POS-005529,Bisma Rooftop,Bisma Eight,2024-02-13,,Fish & Chips,Food,2,115000.0,230000,CC,STF048
POS-005530,Bisma Rooftop,Bisma Eight,13/02/2024,CUST00512,Sparkling Water,Beverage,2,40000.0,"IDR 80,000",OVO,STF024
POS-005531,Bisma Rooftop,Bisma Eight,13 Feb 2024,CUST00680,Fish & Chips,Food,3,115000.0,345000,cash,STF014
POS-005532,Bisma Rooftop,Bisma Eight,13/02/2024,CUST00293,Pasta Carbonara,Food,3,125000.0,375000,OVO,STF050
POS-005533,Bisma Rooftop,Bisma Eight,13 Feb 2024,,Caesar Salad,Food,1,95000.0,95000,cash,STF036
POS-005534,Bisma Rooftop,Bisma Eight,20240213,CUST00580,Cocktail,Beverage,4,120000.0,480000,cash,STF017
POS-005535,Bisma Rooftop,Bisma Eight,02-13-2024,CUST00146,Cocktail,Beverage,4,120000.0,"IDR 480,000",Cash,STF049
POS-005536,Bisma Rooftop,Bisma Eight,2024-02-13,,Pasta Carbonara,Food,1,137500.0,137500.00,CC,STF031
POS-005537,Mulia Lounge,The Mulia Nusa Dua,02-13-2024,CUST00394,Beef Burger,Food,1,121500.0,"IDR 121,500",Cash,STF041
POS-005538,Mulia Lounge,The Mulia Nusa Dua,02-13-2024,CUST00734,Fresh Juice,Beverage,2,49500.0,99000.0,Cash,STF045
POS-005539,Mulia Lounge,The Mulia Nusa Dua,02-13-2024,CUST00016,Smoothie,Beverage,3,63000.0,189000.0,CC,STF008
POS-005540,Mulia Lounge,The Mulia Nusa Dua,13 Feb 2024,CUST00195,Tiramisu,Dessert,2,85000.0,170000,CC,STF018
POS-005540,Mulia Lounge,The Mulia Nusa Dua,13 Feb 2024,CUST00195,Tiramisu,Dessert,2,85000.0,170000,CC,STF018
POS-005541,Mulia Lounge,The Mulia Nusa Dua,2024-02-13,CUST00744,Bintang Beer,Beverage,1,65000.0,65000,Dana,STF038
POS-005542,Mulia Lounge,The Mulia Nusa Dua,13/02/2024,CUST00210,Club Sandwich,Food,2,,220000.00,Cash,STF040
POS-005543,Mulia Lounge,The Mulia Nusa Dua,2024-02-13,CUST00469,Club Sandwich,Food,1,110000.0,110000,Dana,STF033
POS-005544,Mulia Lounge,The Mulia Nusa Dua,13 Feb 2024,CUST00368,Cocktail,Beverage,2,120000.0,240000,Credit Card,STF005
POS-005545,Mulia Lounge,The Mulia Nusa Dua,20240213,,Beef Burger,Food,1,135000.0,"IDR 135,000",Dana,STF011
POS-005546,Mulia Lounge,The Mulia Nusa Dua,13/02/2024,CUST00298,Bintang Beer,Beverage,4,65000.0,260000.00,CC,STF030
POS-005547,Mulia Lounge,The Mulia Nusa Dua,2024-02-13,CUST00352,Pasta Carbonara,Food,2,125000.0,250000,Dana,STF028
POS-005548,Mulia Lounge,The Mulia Nusa Dua,20240213,,Smoothie,Beverage,2,63000.0,126000,CC,STF007
POS-005549,Mulia Lounge,The Mulia Nusa Dua,13/02/2024,,Bintang Beer,Beverage,3,65000.0,195000,Credit Card,STF038
POS-005550,Mulia Lounge,The Mulia Nusa Dua,02-13-2024,CUST00529,Bintang Beer,Beverage,4,65000.0,260000,OVO,STF021
POS-005551,Mulia Lounge,The Mulia Nusa Dua,13 Feb 2024,CUST00774,Ice Cream,Dessert,4,60000.0,240000.00,GoPay,STF015
POS-005552,Mulia Lounge,The Mulia Nusa Dua,2024-02-13,CUST00468,coctail,Beverage,3,120000.0,"IDR 360,000",Cash,STF017
POS-005553,Mulia Lounge,The Mulia Nusa Dua,13/02/2024,CUST00613,Cocktail,Beverage,4,120000.0,480000,CC,STF024
POS-005554,Mulia Lounge,The Mulia Nusa Dua,2024-02-13,CUST00479,Club Sandwich,Food,3,121000.00000000001,363000.00000000006,cash,STF020
POS-005555,Mulia Lounge,The Mulia Nusa Dua,2024-02-13,CUST00013,Cocktail,Beverage,2,120000.0,240000,Credit Card,STF048
POS-005556,Mulia Lounge,The Mulia Nusa Dua,13/02/2024,,Smoothie,Beverage,2,70000.0,140000.00,OVO,STF007
POS-005556,Mulia Lounge,The Mulia Nusa Dua,13/02/2024,,Smoothie,Beverage,2,70000.0,140000.00,OVO,STF007
POS-005557,Mulia Lounge,The Mulia Nusa Dua,13/02/2024,CUST00510,Bintang Beer,Beverage,4,65000.0,260000,Dana,STF006
POS-005558,Mulia Lounge,The Mulia Nusa Dua,20240213,,Beef Burger,Food,4,148500.0,594000.0,CC,STF022
POS-005559,Mulia Lounge,The Mulia Nusa Dua,13/02/2024,,Beef Burger,Food,1,135000.0,"IDR 135,000",Dana,STF037
POS-005560,Mulia Lounge,,2024-02-13,CUST00332,Beef Burger,Food,4,135000.0,540000,CC,STF001
POS-005561,Mulia Lounge,The Mulia Nusa Dua,13/02/2024,CUST00644,Caesar Salad,Food,4,95000.0,380000,cash,STF023
POS-005562,Mulia Lounge,The Mulia Nusa Dua,13 Feb 2024,CUST00226,Tiramisu,Dessert,2,76500.0,153000.00,cash,STF003
POS-005563,Mulia Lounge,The Mulia Nusa Dua,2024-02-13,CUST00050,kopi,Beverage,3,40500.0,121500.0,CC,STF033
POS-005564,Mulia Lounge,The Mulia Nusa Dua,13/02/2024,,Sparkling Water,Beverage,2,40000.0,80000,OVO,STF022
POS-005565,Mulia Lounge,The Mulia Nusa Dua,02-13-2024,CUST00014,Tiramisu,Dessert,3,85000.0,255000.00,CC,STF031
POS-005566,Mulia Lounge,The Mulia Nusa Dua,20240213,CUST00449,Coffee,Beverage,2,40500.0,81000.0,cash,STF019
POS-005567,Mulia Lounge,The Mulia Nusa Dua,2024-02-13,CUST00507,Fish & Chips,Food,3,103500.0,310500,cash,STF045
POS-005568,Mulia Lounge,The Mulia Nusa Dua,02-13-2024,CUST00450,Tiramisu,Dessert,1,85000.0,85000,CC,STF031
POS-005568,Mulia Lounge,The Mulia Nusa Dua,02-13-2024,CUST00450,Tiramisu,Dessert,1,85000.0,85000,CC,STF031
POS-005569,Mulia Lounge,The Mulia Nusa Dua,02-13-2024,CUST00398,Ice Cream,Dessert,2,60000.0,120000,cash,STF006
POS-005570,Mulia Lounge,The Mulia Nusa Dua,20240213,,Sparkling Water,Beverage,2,40000.0,80000.00,cash,STF033
POS-005571,Komaneka Kitchen,Komaneka Bisma,2024-02-13,CUST00519,Fish & Chips,Food,4,103500.0,414000.0,Cash,STF009
POS-005572,Komaneka Kitchen,Komaneka Bisma,02-13-2024,CUST00523,Tiramisu,Dessert,2,85000.0,"IDR 170,000",Dana,STF050
POS-005573,Komaneka Kitchen,Komaneka Bisma,13 Feb 2024,CUST00687,Caesar Salad,Food,3,104500.00000000001,313500.00000000006,CC,STF043
POS-005574,Komaneka Kitchen,Komaneka Bisma,13 Feb 2024,,Coffee,Beverage,2,45000.0,90000.00,Cash,STF003
POS-005575,Komaneka Kitchen,Komaneka Bisma,2024-02-13,CUST00008,Fish & Chips,Food,3,126500.00000000001,"IDR 379,500",Cash,STF032
POS-005576,Komaneka Kitchen,Komaneka Bisma,13/02/2024,CUST00720,nasi goreng,Food,3,76500.0,229500.0,GoPay,STF046
POS-005577,Komaneka Kitchen,Komaneka Bisma,13 Feb 2024,CUST00775,kopi,Beverage,4,45000.0,180000,Cash,STF004
POS-005578,Komaneka Kitchen,Komaneka Bisma,13/02/2024,CUST00099,Caesar Salad,Food,4,104500.00000000001,418000.00000000006,OVO,STF022
POS-005579,Komaneka Kitchen,Komaneka Bisma,2024-02-13,CUST00083,nasi_goreng,Food,4,85000.0,340000,CC,STF041
POS-005580,Komaneka Kitchen,Komaneka Bisma,02-13-2024,,Tiramisu,Dessert,2,93500.00000000001,"IDR 187,000",Cash,STF017
POS-005581,Komaneka Kitchen,Komaneka Bisma,02-13-2024,,Ice Cream,Dessert,3,60000.0,"IDR 180,000",Cash,STF003
POS-005582,Komaneka Kitchen,Komaneka Bisma,13/02/2024,CUST00494,Ice Cream,Dessert,3,60000.0,180000,GoPay,STF024
POS-005583,Komaneka Kitchen,Komaneka Bisma,13/02/2024,CUST00345,Club Sandwich,Food,3,110000.0,330000,Credit Card,STF029
POS-005584,Komaneka Kitchen,Komaneka Bisma,13/02/2024,CUST00438,Club Sandwich,,1,110000.0,110000,CC,STF027
POS-005585,Komaneka Kitchen,Komaneka Bisma,20240213,CUST00403,Club Sandwich,Food,4,99000.0,396000.0,OVO,STF039
POS-005586,Komaneka Kitchen,Komaneka Bisma,13/02/2024,CUST00473,Sparkling Water,Beverage,4,36000.0,144000.0,cash,STF015
POS-005587,Komaneka Kitchen,Komaneka Bisma,20240213,,Fish & Chips,Food,1,103500.0,"IDR 103,500",CC,STF013
POS-005588,Komaneka Kitchen,Komaneka Bisma,02-13-2024,CUST00239,Fish & Chips,Food,1,115000.0,115000,OVO,STF029
POS-005589,Komaneka Kitchen,Komaneka Bisma,13 Feb 2024,CUST00766,Fish & Chips,Food,1,115000.0,115000,Dana,STF050
POS-005590,Komaneka Kitchen,Komaneka Bisma,02-13-2024,CUST00585,Nasi Goreng,,4,76500.0,306000.0,OVO,STF049
POS-005591,The Layar - Pool Bar,The Layar Seminyak,14 Feb 2024,CUST00546,Beef Burger,Food,4,135000.0,540000.00,Cash,STF029
POS-005592,The Layar - Pool Bar,The Layar Seminyak,20240214,CUST00065,Club Sandwich,Food,2,,198000.0,CC,STF024
POS-005593,The Layar - Pool Bar,The Layar Seminyak,14 Feb 2024,CUST00171,Fresh Juice,Beverage,2,49500.0,99000.0,Cash,STF012
POS-005594,The Layar - Pool Bar,The Layar Seminyak,02-14-2024,,Fish & Chips,Food,1,103500.0,103500,CC,STF035
POS-005595,The Layar - Pool Bar,The Layar Seminyak,20240214,CUST00279,Club Sandwich,Food,4,121000.00000000001,484000.00000000006,cash,STF002
POS-005596,The Layar - Pool Bar,,2024-02-14,CUST00623,coffee,Beverage,3,49500.00000000001,148500.00000000003,Dana,STF022
POS-005597,The Layar - Pool Bar,The Layar Seminyak,14 Feb 2024,CUST00439,Pasta Carbonara,Food,1,125000.0,125000.00,GoPay,STF050
POS-005597,The Layar - Pool Bar,The Layar Seminyak,14 Feb 2024,CUST00439,Pasta Carbonara,Food,1,125000.0,125000.00,GoPay,STF050
POS-005598,The Layar - Pool Bar,The Layar Seminyak,2024-02-14,,Club Sandwich,Food,2,110000.0,220000.00,Credit Card,STF013
POS-005599,The Layar - Pool Bar,The Layar Seminyak,02-14-2024,,Chocolate Lava Cake,Dessert,2,80000.0,160000,GoPay,STF045
POS-005600,The Layar - Pool Bar,The Layar Seminyak,02-14-2024,CUST00162,Chocolate Lava Cake,Dessert,3,88000.0,264000.0,GoPay,STF001
POS-005601,The Layar - Pool Bar,The Layar Seminyak,2024-02-14,CUST00329,Nasi Goreng,Food,3,85000.0,"IDR 255,000",cash,STF021
POS-005602,The Layar - Pool Bar,The Layar Seminyak,02-14-2024,,Nasi Goreng,Food,2,85000.0,170000,GoPay,STF023
POS-005603,The Layar - Pool Bar,The Layar Seminyak,2024-02-14,CUST00031,Fish & Chips,Food,2,126500.00000000001,253000.00,Dana,STF019
POS-005604,The Layar - Pool Bar,The Layar Seminyak,02-14-2024,CUST00186,Beef Burger,Food,3,135000.0,405000,Dana,STF035
POS-005605,The Layar - Pool Bar,The Layar Seminyak,02-14-2024,CUST00104,Beef Burger,Food,3,135000.0,405000,Credit Card,STF035
POS-005606,The Layar - Pool Bar,The Layar Seminyak,14/02/2024,CUST00469,nasi goreng,Food,1,85000.0,"IDR 85,000",Credit Card,STF024
POS-005607,The Layar - Pool Bar,The Layar Seminyak,14/02/2024,CUST00555,Fresh Juice,,1,49500.0,49500.0,cash,STF010
POS-005608,The Layar - Pool Bar,The Layar Seminyak,20240214,,Beef Burger,Food,2,135000.0,270000,Dana,STF010
POS-005609,The Layar - Pool Bar,The Layar Seminyak,2024-02-14,CUST00356,Fish & Chips,Food,4,103500.0,414000.0,Cash,STF047
POS-005610,The Layar - Pool Bar,The Layar Seminyak,2024-02-14,CUST00268,Coffee,Beverage,2,49500.00000000001,99000.00000000001,cash,STF042
POS-005611,The Layar - Pool Bar,The Layar Seminyak,14/02/2024,CUST00795,COCKTAIL,Beverage,3,120000.0,"IDR 360,000",GoPay,STF012
POS-005612,Katamama Lobby Bar,Katamama Resort,14 Feb 2024,CUST00443,Nasi Goreng,Food,1,76500.0,76500.0,OVO,STF017
POS-005613,Katamama Lobby Bar,Katamama Resort,14 Feb 2024,CUST00224,Fresh Juice,Beverage,4,55000.0,220000,CC,STF009
POS-005614,Katamama Lobby Bar,Katamama Resort,14/02/2024,CUST00341,Beef Burger,Food,2,148500.0,297000,Cash,STF010
POS-005615,Katamama Lobby Bar,Katamama Resort,20240214,CUST00671,Chocolate Lava Cake,Dessert,4,80000.0,320000.00,Credit Card,STF025
POS-005616,Katamama Lobby Bar,Katamama Resort,02-14-2024,CUST00362,Sparkling Water,Beverage,1,36000.0,"IDR 36,000",CC,STF029
POS-005617,Katamama Lobby Bar,Katamama Resort,20240214,,Pasta Carbonara,Food,2,112500.0,225000,Cash,STF001
POS-005618,Katamama Lobby Bar,Katamama Resort,14 Feb 2024,CUST00727,Beef Burger,Food,4,135000.0,540000,Credit Card,STF006
POS-005619,Katamama Lobby Bar,Katamama Resort,14 Feb 2024,CUST00533,Chocolate Lava Cake,Dessert,2,80000.0,160000,Cash,STF003
POS-005620,Katamama Lobby Bar,Katamama Resort,14 Feb 2024,CUST00770,Fresh Juice,Beverage,4,,198000.0,OVO,STF050
POS-005621,Katamama Lobby Bar,Katamama Resort,14/02/2024,,Cocktail,Beverage,4,108000.0,"IDR 432,000",GoPay,STF018
POS-005622,Katamama Lobby Bar,Katamama Resort,20240214,,Fish & Chips,,3,126500.00000000001,379500.00000000006,Credit Card,STF038
POS-005623,Katamama Lobby Bar,,02-14-2024,CUST00490,Caesar Salad,Food,4,95000.0,"IDR 380,000",GoPay,STF022
POS-005624,Katamama Lobby Bar,Katamama Resort,14/02/2024,CUST00598,Club Sandwich,Food,4,99000.0,396000.0,cash,STF042
POS-005625,Katamama Lobby Bar,Katamama Resort,14 Feb 2024,CUST00286,Ice Cream,Dessert,3,66000.0,198000.0,Credit Card,STF033
POS-005626,Katamama Lobby Bar,Katamama Resort,02-14-2024,,Smoothie,Beverage,3,70000.0,210000,Dana,STF029
POS-005627,Katamama Lobby Bar,Katamama Resort,2024-02-14,,Bintang Beer,Beverage,1,71500.0,71500.0,CC,STF040
POS-005628,Katamama Lobby Bar,Katamama Resort,02-14-2024,CUST00330,Fish & Chips,,4,103500.0,414000.0,cash,STF049
POS-005629,Katamama Lobby Bar,Katamama Resort,2024-02-14,CUST00728,Bintang Beer,Beverage,1,65000.0,65000,cash,STF003
POS-005630,Katamama Lobby Bar,Katamama Resort,02-14-2024,CUST00450,Club Sandwich,Food,4,,440000,Cash,STF047
POS-005631,Katamama Lobby Bar,Katamama Resort,02-14-2024,,nasi goreng,Food,1,93500.00000000001,93500.00000000001,GoPay,STF032
POS-005632,Katamama Lobby Bar,Katamama Resort,14 Feb 2024,CUST00506,Bintang Beer,Beverage,3,71500.0,214500,Cash,STF028
POS-005633,Katamama Lobby Bar,Katamama Resort,14 Feb 2024,CUST00794,Ice Cream,Dessert,1,60000.0,60000,GoPay,STF008
POS-005634,Katamama Lobby Bar,Katamama Resort,02-14-2024,CUST00782,Nasi Goreng,Food,3,76500.0,229500.00,Credit Card,STF021
